City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,geraldton,-28.7667,114.6,27.23,22,0,6.69,AU,1726384072
277,yichun,47.7,128.9,19.65,43,8,4.47,CN,1726384073
278,bhamo,24.2667,97.2333,30.31,65,100,0.71,MM,1726384074
279,alipur,29.3846,70.9116,37.22,31,0,3.29,PK,1726384075
280,ocean city,39.2776,-74.5746,21.11,87,97,1.79,US,1726384076
281,ouesso,1.6136,16.0517,22.12,96,100,0.26,CG,1726384077
282,lagunas,-5.2269,-75.6753,25.11,52,0,1.29,PE,1726384078
283,rosarito,32.3333,-117.0333,19.51,83,18,1.03,MX,1726383977
284,westport,41.1415,-73.3579,18.87,94,0,1.54,US,1726384080
285,newman,37.3138,-121.0208,19.46,64,0,0.45,US,1726384082
286,udachny,66.4167,112.4,2.3,86,94,5.88,RU,1726384083
287,wattegama,6.7989,81.4808,38.59,30,4,0.43,LK,1726384084
288,metlili chaamba,32.2667,3.6333,23.88,58,0,5.86,DZ,1726384085
289,amos,48.5669,-78.1162,15.61,94,68,2.29,CA,1726384086
290,san rafael,-34.6177,-68.3301,13.58,30,100,1.76,AR,1726384087
291,arraial do cabo,-22.9661,-42.0278,21.7,93,29,8.96,BR,1726384088
292,sorong,-0.8833,131.25,29.28,74,18,5.05,ID,1726384089
293,whangarei,-35.7317,174.3239,10.58,78,0,2.65,NZ,1726384090
294,raja,8.4596,25.678,24.21,88,98,1.53,SS,1726384091
295,mytishchi,55.9089,37.7339,20.2,100,59,3.21,RU,1726384092
296,cabo san lucas,22.8909,-109.9124,24.86,92,68,3.13,MX,1726384094
297,vanimo,-2.6741,141.3028,27.2,84,100,2.34,PG,1726384095
298,monrovia,6.3005,-10.7969,24.81,87,100,4.39,LR,1726384096
299,bandon,51.7469,-8.7425,14.77,98,100,5.31,IE,1726384097
300,pozanti,37.4278,34.8717,24.85,66,25,3.14,TR,1726384098
301,lexington,37.9887,-84.4777,20.07,72,0,0.89,US,1726384097
302,poronaysk,49.2167,143.1167,14.79,66,100,3.13,RU,1726384100
303,chabahar,25.2919,60.643,28.15,73,0,5.12,IR,1726384101
304,ndelele,4.0333,14.9333,22.24,95,100,1.37,CM,1726384102
305,barmer,25.75,71.3833,31.79,40,0,6.4,IN,1726384103
306,la rioja,42.25,-2.5,4.88,37,0,2.48,ES,1726384105
307,kuraymah,18.55,31.85,36.88,8,7,5.44,SD,1726384106
308,crucecita,-28.95,-58.9833,10.27,87,64,3.24,AR,1726384107
309,bandarbeyla,9.4942,50.8122,31.09,47,99,11.36,SO,1726384108
310,santana,-0.0583,-51.1817,26.1,89,20,2.06,BR,1726384109
311,taulaga,-11.0553,-171.0883,27.93,80,100,6.98,AS,1726384110
312,consolacion del sur,22.5047,-83.5136,25.1,91,6,1.38,CU,1726384111
313,yarmouth,41.7057,-70.2286,15.55,94,0,1.79,US,1726384112
314,hotan,37.0997,79.9269,27.49,14,3,2.6,CN,1726384113
315,mili,6.0815,171.735,27.91,75,100,2.24,MH,1726384114
316,sondrio,46.169,9.8692,12.05,62,99,5.59,IT,1726384115
317,nieves,15.3274,120.9485,29.78,76,74,0.98,PH,1726384117
318,pemangkat,1.1667,108.9667,29.36,64,100,8.83,ID,1726384118
319,bubaque,11.2833,-15.8333,26.92,81,100,6.37,GW,1726384119
320,illizi,26.4833,8.4667,31.11,37,79,3.4,DZ,1726384120
321,san luis acatlan,16.8167,-98.7333,24.22,94,100,1.24,MX,1726384121
322,wotje,9.4543,170.2367,28.36,77,100,5.29,MH,1726384122
323,newport,51.5877,-2.9984,13.4,93,47,5.11,GB,1726384123
324,cruzilia,-21.8386,-44.8083,15.04,61,0,2.19,BR,1726384124
325,al fashn,28.8243,30.8995,29.38,47,0,6.52,EG,1726384125
326,hammerfest,70.6634,23.6821,11.25,76,0,0.0,NO,1726384126
327,inhambane,-23.865,35.3833,27.49,60,0,2.87,MZ,1726384128
328,kailua-kona,19.6406,-155.9956,25.98,73,75,6.17,US,1726384129
329,nadi,-17.8,177.4167,27.0,69,40,2.57,FJ,1726384130
330,yorosso,12.3536,-4.7761,23.2,88,76,0.53,ML,1726384131
331,at taj,24.2049,23.2857,32.9,25,0,3.46,LY,1726384132
332,al mayadin,35.0209,40.4535,29.76,44,86,4.9,SY,1726384133
333,alotau,-10.3069,150.4462,25.3,90,100,2.89,PG,1726384134
334,mata-utu,-13.2816,-176.1745,26.91,84,93,6.33,WF,1726384136
335,hami,42.8,93.45,24.68,25,6,4.67,CN,1726384137
336,richards bay,-28.783,32.0377,22.06,64,100,1.45,ZA,1726384138
337,nacozari viejo,30.4,-109.65,21.58,73,100,0.87,MX,1726384140
338,sibolga,1.7427,98.7792,29.31,67,20,3.18,ID,1726384141
339,mount isa,-20.7333,139.5,30.87,23,40,5.14,AU,1726384142
340,aral,40.5156,81.2636,29.74,15,98,5.5,CN,1726384143
341,kupang,-10.1667,123.5833,34.32,33,20,6.17,ID,1726384144
342,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.51,GF,1726384145
343,shenjiamen,29.9576,122.298,28.31,87,93,9.67,CN,1726384146
344,sinop,41.7711,34.8709,26.93,36,0,1.91,TR,1726384147
345,ust'-kulom,61.6864,53.6902,22.11,59,85,1.23,RU,1726384148
346,curuzu cuatia,-29.7917,-58.0546,8.98,87,3,3.67,AR,1726384149
347,ulsteinvik,62.3432,5.8487,17.5,78,100,4.69,NO,1726384151
348,camilla,31.2313,-84.2105,21.8,94,43,4.41,US,1726384152
349,mil'kovo,55.6078,37.7956,18.08,30,61,3.68,RU,1726384154
350,djambala,-2.5447,14.7533,23.7,71,95,2.45,CG,1726384155
351,machico,32.7,-16.7667,21.35,73,20,4.12,PT,1726384156
352,dwarka,22.2394,68.9678,28.91,65,48,6.87,IN,1726384157
353,coquimbo,-29.9533,-71.3436,9.43,92,100,0.51,CL,1726383910
354,kyakhta,50.3508,106.4494,13.14,47,71,6.37,RU,1726384159
355,taoudenni,22.6783,-3.9836,33.57,40,88,3.32,ML,1726384160
356,baiquan,47.5833,126.0833,23.32,30,98,6.53,CN,1726384116
357,yendi,9.4427,-0.0099,22.74,98,100,1.2,GH,1726384163
358,lobujya,27.95,86.8167,4.26,89,98,2.53,NP,1726384164
359,kolonia town,6.964,158.206,29.0,79,100,1.54,FM,1726384165
360,phan rang-thap cham,11.5667,108.9833,34.11,49,100,1.81,VN,1726384166
361,san antonio de pale,-1.4014,5.6325,24.32,86,100,5.05,GQ,1726384167
362,kapoeta,4.7717,33.5903,30.43,32,8,7.2,SS,1726384168
363,kerikeri,-35.2268,173.9474,11.06,76,4,2.72,NZ,1726384169
364,hadibu,12.65,54.0333,26.86,75,91,9.19,YE,1726384170
365,kourou,5.1552,-52.6478,21.99,95,7,2.57,GF,1726384171
366,crestview,30.7621,-86.5705,23.47,96,20,1.54,US,1726384172
367,namsos,64.4662,11.4957,8.95,66,20,5.66,NO,1726384173
368,tamandare,-8.7597,-35.1047,22.97,86,61,3.75,BR,1726384175
369,tucuma,-0.1833,-50.05,26.01,80,18,3.84,BR,1726384176
370,zhangye,38.9342,100.4517,20.82,44,94,3.87,CN,1726384177
371,fale old settlement,-9.3852,-171.2468,28.4,78,16,6.61,TK,1726384178
372,formosa do rio preto,-11.0483,-45.1931,19.69,46,6,1.78,BR,1726384179
373,chadron,42.8294,-102.9999,22.2,66,0,8.75,US,1726384180
374,kyzyl,51.7,94.45,14.77,41,100,2.87,RU,1726384181
375,alva,56.1528,-3.8051,10.08,92,100,2.42,GB,1726384182
376,bousso,10.4795,16.7117,26.91,79,100,3.01,TD,1726384183
377,ippy,6.2679,21.2247,21.08,98,100,2.36,CF,1726384184
378,olyokminsk,60.3736,120.4264,7.69,53,91,3.83,RU,1726384186
379,orchard homes,46.8633,-114.0484,11.08,71,0,1.34,US,1726384187
380,queenstown,-31.8976,26.8753,18.88,46,0,1.96,ZA,1726384188
381,kaiyuan,23.6977,103.3037,30.29,55,13,1.18,CN,1726384189
382,morondava,-20.2833,44.2833,27.35,69,78,1.8,MG,1726384190
383,ordynskoye,54.3656,81.8994,11.64,60,84,5.86,RU,1726384191
384,taboshar,40.5686,69.6413,22.91,15,11,2.7,TJ,1726384192
385,dzerzhinskoye,56.8344,95.2283,4.41,81,100,4.82,RU,1726384193
386,maridi,4.9158,29.4742,26.28,72,74,0.36,SS,1726384194
387,chonchi,-42.6128,-73.8092,5.62,97,76,1.44,CL,1726384195
388,tolanaro,-25.0319,46.9987,25.24,64,0,4.83,MG,1726384196
389,san julian,21.0167,-102.1667,15.66,92,100,1.68,MX,1726384198
390,brockport,43.2137,-77.9392,17.78,87,0,2.47,US,1726384007
391,tikrit,34.6071,43.6782,34.58,27,6,5.89,IQ,1726384200
392,san andres,12.5847,-81.7006,29.01,89,20,2.06,CO,1726384107
393,carutapera,-1.195,-46.02,25.29,82,29,4.1,BR,1726384202
394,tosontsengel,48.7567,98.2839,8.13,50,93,7.49,MN,1726384203
395,linxia chengguanzhen,35.6003,103.2064,16.45,74,100,1.69,CN,1726384204
396,nemuro,43.3236,145.575,17.14,88,100,6.28,JP,1726384205
397,williams lake,52.1415,-122.1445,10.03,97,100,0.45,CA,1726384206
398,ouarzazat,30.9189,-6.8934,25.66,35,89,0.69,MA,1726384207
399,as sulayyil,20.4607,45.5779,37.66,24,15,2.33,SA,1726384208
400,klaksvik,62.2266,-6.589,9.52,83,30,7.99,FO,1726384210
401,semera,11.501,41.201,34.38,24,46,3.16,ET,1726384211
402,paysandu,-32.3214,-58.0756,6.45,91,0,2.9,UY,1726384212
403,luanda,-8.8368,13.2343,22.2,84,100,1.19,AO,1726384213
404,severo-yeniseyskiy,60.3725,93.0408,2.59,67,100,5.03,RU,1726384214
405,la'ie,21.6477,-157.9253,25.62,78,1,4.92,US,1726384215
406,masterton,-40.9597,175.6575,7.6,95,15,0.67,NZ,1726384216
407,mwanza,-2.5167,32.9,26.48,34,70,4.92,TZ,1726384217
408,leava,-14.3,-178.1667,27.04,82,0,6.37,WF,1726384218
409,kudahuvadhoo,2.6708,72.8944,28.97,72,55,4.35,MV,1726384219
410,hamilton square,40.2273,-74.6532,17.4,92,0,1.93,US,1726384221
411,burang,30.25,81.1667,12.92,40,46,3.96,CN,1726384222
412,siguiri,11.6667,-9.5,22.33,98,68,1.13,GN,1726384223
413,nagato,34.3833,131.2,30.94,69,3,5.53,JP,1726384224
414,tabatinga,-4.2525,-69.9381,25.05,94,20,1.03,BR,1726384225
415,saldanha,-33.0117,17.9442,13.44,74,0,0.9,ZA,1726384226
416,moshi,-3.35,37.3333,24.13,46,94,2.97,TZ,1726384227
417,usinsk,65.9939,57.5281,19.54,72,14,6.68,RU,1726384228
418,taroa,8.7058,171.2275,27.86,80,100,5.28,MH,1726384229
419,cajamarca,-7.1638,-78.5003,10.89,80,53,3.25,PE,1726384230
420,oranjemund,-28.55,16.4333,14.21,75,0,5.79,NA,1726384231
421,richmond,37.5538,-77.4603,20.55,93,20,4.12,US,1726383561
422,nova sintra,14.8667,-24.7167,26.07,76,86,5.97,CV,1726384234
423,kolar,13.1333,78.1333,28.41,41,100,7.8,IN,1726384235
424,las tablas,7.7667,-80.2833,26.76,99,84,1.31,PA,1726384236
425,conde,-7.2597,-34.9075,21.7,100,75,2.06,BR,1726384237
426,nova vicosa,-17.8919,-39.3719,21.28,89,7,2.17,BR,1726384238
427,theodore,30.5477,-88.1753,23.42,92,0,1.54,US,1726384239
428,sorsogon,12.9739,123.9933,26.01,91,100,5.8,PH,1726384240
429,mar del plata,-38.0023,-57.5575,7.19,88,3,3.13,AR,1726384241
430,gering,41.8258,-103.6605,20.37,75,0,3.09,US,1726384244
431,miles city,46.4083,-105.8406,14.54,51,0,4.12,US,1726384245
432,kachug,53.9606,105.8817,13.79,39,73,6.44,RU,1726384246
433,puerto tirol,-27.3722,-59.0821,13.92,81,35,2.68,AR,1726384247
434,lovisa,60.4566,26.2251,12.38,93,100,2.92,FI,1726384248
435,keflavik,64.0049,-22.5624,5.24,87,75,5.66,IS,1726384249
436,bandrele,-12.9067,45.1914,28.86,70,20,4.12,YT,1726384250
437,sola,-13.8833,167.55,25.98,88,91,6.33,VU,1726384251
438,alaghsas,17.0187,8.0168,32.29,42,11,3.3,NE,1726384252
439,sretensk,52.2453,117.7093,23.06,31,98,3.44,RU,1726384253
440,holualoa,19.6228,-155.9522,23.91,90,75,6.17,US,1726384255
441,brigantine,39.4101,-74.3646,21.12,95,100,1.34,US,1726384256
442,fort william,56.8165,-5.1121,12.39,96,100,2.35,GB,1726384257
443,vernon,50.2581,-119.2691,12.18,79,7,3.09,CA,1726384258
444,hobbs,32.7026,-103.136,21.78,73,0,3.09,US,1726384259
445,aswan,24.0934,32.907,32.65,24,6,3.17,EG,1726384260
446,porto velho,-8.7619,-63.9039,27.03,74,99,1.03,BR,1726384099
447,bodo,67.28,14.405,11.54,61,0,8.75,NO,1726384262
448,pimentel,-6.8367,-79.9342,16.16,88,100,6.17,PE,1726384263
449,konigsbronn,48.7432,10.1119,9.49,79,0,1.79,DE,1726384264
450,oyama,36.3,139.8,34.19,47,91,5.31,JP,1726384265
451,salekhard,66.53,66.6019,15.57,62,25,4.9,RU,1726384267
452,iwanai,42.9744,140.5089,18.44,66,99,2.84,JP,1726384268
453,knysna,-34.0363,23.0471,17.24,75,45,2.96,ZA,1726384269
454,praia da vitoria,38.7333,-27.0667,21.53,86,7,2.45,PT,1726384270
455,verkhnyaya sinyachikha,57.976,61.6673,20.07,58,5,2.38,RU,1726384271
456,nueva guinea,11.6876,-84.4562,23.74,96,31,1.46,NI,1726384273
457,usogorsk,63.4106,48.6872,19.89,72,100,1.79,RU,1726384274
458,dhidhdhoo,6.8833,73.1,28.15,77,95,5.7,MV,1726384275
459,chandur bazar,21.2417,77.7456,29.17,61,56,3.76,IN,1726384276
460,den burg,53.0542,4.7972,15.99,88,83,1.54,NL,1726384279
461,opochka,56.7105,28.6617,20.21,44,13,2.67,RU,1726384280
462,forster,-32.1667,152.5167,10.77,90,100,9.98,AU,1726384281
463,lockwood,45.8191,-108.4149,17.94,42,75,0.0,US,1726384282
464,akureyri,65.6835,-18.0878,3.96,81,100,5.66,IS,1726384283
465,puerto armuelles,8.2833,-82.8667,25.05,90,65,1.79,PA,1726384284
466,kangding,30.0513,101.9603,21.12,82,73,3.14,CN,1726384285
467,montrose,38.4166,-108.2673,6.52,31,8,1.32,US,1726384286
468,umm kaddadah,13.6017,26.6876,29.44,51,50,3.96,SD,1726384287
469,minas de marcona,-15.2119,-75.1103,9.08,92,81,6.26,PE,1726384288
470,creswell,43.9179,-123.0245,16.61,80,100,1.13,US,1726384290
471,manicore,-5.8092,-61.3003,25.18,63,59,0.86,BR,1726384291
472,russkaya polyana,49.417,31.9201,24.77,33,12,9.3,UA,1726384292
473,blagoveshchensk,50.2667,127.5333,25.34,16,20,4.0,RU,1726384293
474,carnot,4.9409,15.8665,23.13,92,100,1.02,CF,1726384294
475,berezovo,63.9381,65.0419,16.0,67,80,2.49,RU,1726384295
476,anatuya,-28.4606,-62.8347,12.33,51,77,4.43,AR,1726384296
477,altai,46.3722,96.2583,9.09,25,0,2.79,MN,1726384297
478,torbat-e heydariyeh,35.274,59.2195,23.23,19,58,2.59,IR,1726384298
479,al wajh,26.2455,36.4525,31.97,66,0,3.09,SA,1726384299
480,nampula,-15.1165,39.2666,28.97,45,0,5.66,MZ,1726384300
481,kayangel,8.0823,134.7173,27.4,84,100,10.16,PW,1726384302
482,lompoc,34.6391,-120.4579,14.83,93,100,2.57,US,1726384303
483,valday,57.9747,33.2525,20.29,41,95,3.86,RU,1726384305
484,puerto ayacucho,5.6639,-67.6236,23.02,86,100,1.0,VE,1726384306
485,asau,46.4333,26.4,16.13,53,0,0.84,RO,1726384307
486,sumbe,-11.2061,13.8437,21.68,87,61,0.43,AO,1726384308
487,sirte,31.2089,16.5887,25.61,61,94,3.75,LY,1726384309
488,auna,10.1881,4.7232,23.69,96,100,2.14,NG,1726384310
489,bikenibeu village,1.3673,173.1241,28.98,79,40,2.06,KI,1726384311
490,energetik,51.7445,58.7934,19.49,49,2,4.53,RU,1726384313
491,ankazoabo,-22.2833,44.5167,30.89,33,3,1.56,MG,1726384314
492,san jose del guaviare,2.5729,-72.6459,23.89,87,20,0.73,CO,1726384315
493,pervomayskoye,43.919,46.7102,27.12,25,0,9.18,RU,1726384316
494,gornopravdinsk,60.05,69.9,12.5,38,15,3.91,RU,1726384317
495,taltal,-25.4,-70.4833,13.35,73,0,0.45,CL,1726384319
496,springbok,-29.6643,17.8865,8.32,71,0,1.54,ZA,1726384320
497,choibalsan,48.0667,114.5,19.56,21,100,8.39,MN,1726384321
498,thinadhoo,0.5333,72.9333,28.91,72,98,4.28,MV,1726384323
499,jwaneng,-24.6004,24.7303,24.79,11,7,4.02,BW,1726384324
500,pyapon,16.2833,95.6833,30.46,71,100,4.06,MM,1726384325
501,lashkar gah,31.5938,64.3716,31.87,10,0,2.54,AF,1726384222
502,tynda,55.1667,124.7167,14.7,57,94,1.58,RU,1726384327
503,chernyshevskiy,63.0128,112.4714,3.32,59,99,4.76,RU,1726384328
504,boca do acre,-8.7522,-67.3978,23.92,37,10,0.8,BR,1726384329
505,kafir qala,34.6667,61.0667,26.75,17,9,8.89,AF,1726384330
506,ola,59.5833,151.2833,9.14,72,46,1.73,RU,1726384331
507,oxford,51.7522,-1.256,10.69,94,0,3.09,GB,1726384234
508,moose jaw,50.4001,-105.5344,12.14,62,3,3.6,CA,1726384333
509,ilukste,55.9775,26.2966,18.1,50,100,2.12,LV,1726384335
510,dryden,49.7833,-92.7503,19.16,94,20,3.09,CA,1726384336
511,island harbour,50.724,-1.2758,13.34,3,34,3.05,GB,1726384337
512,urucara,-2.5364,-57.76,27.83,55,98,1.65,BR,1726384338
513,quepos,9.4236,-84.1652,26.31,85,32,0.87,CR,1726384339
514,rikaze,29.25,88.8833,21.38,25,19,2.67,CN,1726384340
515,bengkulu,-3.8004,102.2655,28.94,66,100,5.15,ID,1726384341
516,chinde,26.8212,87.7095,28.22,78,95,4.85,NP,1726384342
517,kurchatov,51.6601,35.6521,23.81,22,0,7.24,RU,1726384343
518,yelizovo,53.1873,158.3805,15.08,44,20,3.0,RU,1726384344
519,berdigestyakh,62.0989,126.6992,7.63,40,74,1.84,RU,1726384345
520,camalu,30.85,-116.0667,17.36,87,1,2.35,MX,1726384347
521,krasnobrodskiy,54.1581,86.4486,9.58,58,16,4.74,RU,1726384348
522,piscu,45.5,27.7333,17.45,50,95,2.06,RO,1726384350
523,santanyi,39.3546,3.1291,20.15,59,0,1.88,ES,1726384351
524,itaituba,-4.2761,-55.9836,25.41,60,46,0.63,BR,1726384352
525,bayanaul,50.7889,75.6956,15.51,56,82,5.51,KZ,1726384353
526,kamphaeng phet,16.25,99.5,32.44,58,52,1.51,TH,1726384354
527,prince albert,53.2001,-105.7677,7.97,100,75,1.03,CA,1726384355
528,nagqu,31.5,92.0,17.24,31,100,3.17,CN,1726384357
529,itambacuri,-18.0311,-41.685,16.14,98,51,1.73,BR,1726384358
530,bontang,0.1333,117.5,30.64,62,100,5.85,ID,1726384359
531,sandakan,5.8402,118.1179,29.86,71,76,2.13,MY,1726384360
532,suntar,62.1444,117.6319,6.9,51,100,3.46,RU,1726384361
533,bamako,12.65,-8.0,23.23,100,20,0.51,ML,1726384362
534,beira,-19.8436,34.8389,24.05,88,20,5.14,MZ,1726384363
535,parli vaijnath,18.85,76.5333,29.34,56,100,5.3,IN,1726384364
536,margate,51.3813,1.3862,12.15,86,26,4.2,GB,1726384365
537,turbat,26.0023,63.044,32.79,44,0,3.42,PK,1726384366
538,kapa'a,22.0752,-159.319,26.18,76,40,8.75,US,1726384367
539,hovd,48.0056,91.6419,15.44,19,0,4.12,MN,1726384369
540,celestun,20.8667,-90.4,26.9,81,9,4.67,MX,1726384370
541,namibe,-15.1961,12.1522,19.45,79,6,1.64,AO,1726384371
542,andovoranto,-18.95,49.1,22.95,66,95,3.3,MG,1726384373
543,el calafate,-50.3408,-72.2768,2.06,82,38,6.19,AR,1726384374
544,krasnoshchekovo,51.6708,82.7289,14.44,66,100,5.53,RU,1726384375
545,ylitornio,66.3089,23.6773,9.98,56,100,1.87,FI,1726384376
546,al hasakah,36.5024,40.7477,31.52,35,8,2.93,SY,1726384377
547,yakeshi,49.2833,120.7333,22.69,30,12,6.79,CN,1726384378
548,codrington,-38.2667,141.9667,10.55,63,37,5.59,AU,1726384379
549,sabha,27.0377,14.4283,27.16,56,37,8.08,LY,1726384381
550,grums,59.3466,13.1091,5.28,100,100,0.0,SE,1726384382
551,bogande,12.9714,-0.1436,24.73,86,100,2.68,BF,1726384383
552,kavaratti,10.5669,72.642,26.63,87,100,4.58,IN,1726384384
553,sake,-1.5736,29.045,25.55,31,21,2.65,CD,1726384385
554,darab,28.7519,54.5444,31.53,16,0,3.24,IR,1726384386
